#{"t_start": 1773918864.940496, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,527,360.231571
5.0,1426,361.411481
1.0,655,361.925119
0.0,540,362.337356
7.0,1016,363.187132
12.0,1155,364.156772
1.0,651,364.67033
1.0,644,365.184152
5.0,1418,366.390049
2.0,827,367.067642
8.0,1204,368.062201
2.0,895,368.793796
2.0,742,369.400571
4.0,1106,370.308261
7.0,1000,371.132925
2.0,830,371.813584
0.0,518,372.228316
4.0,1090,373.137204
0.0,530,373.590127
1.0,651,374.100297
6.0,1327,375.211271
0.0,536,375.675401
4.0,1199,376.713832
6.0,1502,377.957206
0.0,518,378.368847
6.0,1493,379.606289
1.0,639,380.117269
11.0,1099,381.02815
1.0,645,381.535707
3.0,912,382.290166
3.0,891,383.016165
2.0,749,383.624801
0.0,515,384.036039
1.0,614,384.552016
2.0,848,385.25689
4.0,1080,386.1839
1.0,716,386.775475
7.0,1328,387.88019
10.0,1395,389.052114
0.0,508,389.456809
2.0,752,390.070573
1.0,649,390.577497
3.0,885,391.289764
2.0,739,391.901475
5.0,1193,392.89393
0.0,524,393.308033
1.0,631,393.825035
0.0,536,394.24068
1.0,615,394.728336
4.0,1082,395.648566
2.0,808,396.308208
2.0,819,396.984372
2.0,912,397.728207
3.0,891,398.461036
3.0,881,399.184206
0.0,524,399.598475
2.0,851,400.284183
2.0,847,400.978451
0.0,519,401.402804
0.0,520,401.819304
11.0,1099,402.72406
10.0,1440,403.949597
0.0,532,404.376424
7.0,995,405.211181
7.0,1790,406.739621
14.0,1690,408.132368
0.0,532,408.552968
2.0,916,409.307575
7.0,1019,410.135243
1.0,655,410.652443
2.0,748,411.249899
12.0,1299,412.327824
0.0,539,412.748125
0.0,540,413.16747
2.0,757,413.791131
1.0,643,414.31104
0.0,536,414.732278
2.0,894,415.489216
3.0,885,416.217998
1.0,719,416.800733
0.0,534,417.217668
1.0,635,417.73361
2.0,751,418.362319
2.0,908,419.103944
4.0,1114,420.008269
0.0,535,420.430734
1.0,708,421.014593
0.0,514,421.4337
1.0,619,421.930578
2.0,820,422.613904
4.0,1079,423.495229
4.0,1110,424.396624
5.0,1272,425.475882
7.0,1015,426.305683
5.0,1286,427.361672
2.0,816,428.023645
2.0,740,428.623058
8.0,1139,429.55678
8.0,1135,430.482768
1.0,636,430.991814
0.0,536,431.411267
4.0,997,432.220654
11.0,1099,433.110253
2.0,766,433.723562
0.0,530,434.132625
1.0,627,434.641696
4.0,1094,435.557903
0.0,540,435.96982
7.0,1007,436.788439
0.0,538,437.191305
4.0,1098,438.091933
8.0,1146,439.029205
1.0,627,439.530026
2.0,751,440.134119
11.0,1103,441.031104
3.0,963,441.807855
12.0,1227,442.806504
9.0,1628,444.174892
0.0,526,444.595413
1.0,630,445.099242
5.0,1108,446.029349
2.0,827,446.697353
3.0,851,447.38187
4.0,1106,448.282637
6.0,1343,449.397496
3.0,855,450.093798
8.0,1207,451.086856
1.0,615,451.573266
2.0,732,452.162042
11.0,1095,453.047625
3.0,914,453.802764
1.0,644,454.303569
5.0,1230,455.322127
2.0,828,456.010536
4.0,1089,456.905515
7.0,1015,457.720912
0.0,522,458.12166
3.0,886,458.824846
6.0,1299,459.898746
4.0,978,460.686643
19.0,1262,461.71398
3.0,875,462.425299
4.0,1090,463.323537
5.0,1183,464.351871
5.0,1194,465.37106
2.0,735,465.989547
3.0,1027,466.810783
2.0,836,467.4809
1.0,716,468.061459
4.0,1226,469.067029
3.0,940,469.830135
4.0,1083,470.718566
5.0,1210,471.705088
9.0,1417,472.872476
4.0,1087,473.776402
2.0,732,474.383595
3.0,932,475.162346
4.0,1126,476.104349
7.0,1007,476.932324
5.0,1108,477.842798
6.0,1412,478.998151
5.0,1202,479.991933
11.0,1095,480.881476
1.0,633,481.376563
0.0,519,481.790858
11.0,1087,482.678437
1.0,626,483.185153
4.0,1155,484.12604
0.0,538,484.54717
7.0,1011,485.411951
2.0,824,486.087795
0.0,499,486.481676
2.0,823,487.146281
4.0,983,487.952476
3.0,872,488.657472
8.0,1619,490.014642
11.0,1091,490.911806
6.0,1307,492.006058
3.0,1016,492.850214
5.0,1246,493.855993
8.0,1111,494.789769
1.0,640,495.312807
7.0,1595,496.711039
9.0,1323,497.812166
6.0,1323,498.912227
0.0,531,499.33155
1.0,655,499.851265
4.0,977,500.642302
3.0,879,501.36015
3.0,876,502.062811
4.0,1077,502.939114
0.0,518,503.358828
4.0,973,504.160145
5.0,1168,505.132577
7.0,997,505.983571
6.0,1434,507.192917
7.0,990,507.981816
7.0,1577,509.284657
3.0,863,509.982301
4.0,1120,510.909361
0.0,530,511.323367
12.0,1307,512.3886
11.0,1561,513.688807
11.0,1091,514.582438
6.0,1284,515.670528
6.0,1303,516.756135
